age,gender,height,current_weight,target_weight,activity_level,sports_days,sleep_hours,Avg_Caloric_Intake,water_intake,night_eating,stress_level,commitment,motivation,success
43,0,161,88,78,2,1,6.4,2198,3.5,0,10,8,10,1
61,1,194,100,78,4,5,6.6,3193,1.7,0,1,7,1,0
50,0,173,80,61,4,6,7.2,2626,2.7,1,5,2,4,0
30,1,170,87,67,1,1,7.6,2256,3.3,0,1,3,10,1
31,0,191,105,88,2,1,7.2,2930,4.1,0,9,5,6,0
41,0,176,127,107,3,3,6.8,3678,3.9,1,5,5,8,0
51,0,183,107,101,3,1,6.7,2794,3.1,0,5,2,9,0
61,0,188,142,118,3,3,7.4,4012,4.2,1,4,1,4,0
43,0,164,105,89,1,1,7.4,2612,3.0,0,3,5,6,0
38,0,161,101,83,1,0,6.2,2549,3.1,0,8,5,2,0
45,1,157,71,59,4,6,8.4,2348,3.7,0,7,3,2,1
53,0,190,118,108,1,1,5.1,2584,4.1,1,9,8,6,1
57,0,163,80,62,1,0,7.1,2031,3.3,0,6,6,9,1
19,1,167,116,97,3,1,8.3,3439,4.3,1,1,2,3,0
59,0,166,110,86,2,1,6.8,3005,2.2,1,5,2,4,0
26,1,167,81,74,4,4,8.1,2948,4.3,1,5,4,9,1
40,1,181,100,89,2,2,6.6,2893,2.2,1,7,6,9,0
32,0,193,126,106,1,0,5.3,3265,3.1,0,10,9,5,0
30,0,168,84,78,3,1,7.9,2494,3.9,0,1,8,9,1
40,1,171,114,93,4,4,7.5,3351,3.9,1,1,8,5,1
34,0,185,134,119,3,3,7.8,3790,2.3,0,6,2,5,1
19,1,172,110,103,2,1,8.4,3198,4.5,0,6,4,7,1
37,0,192,135,123,3,3,5.7,3681,1.7,1,9,6,6,0
37,1,175,105,82,1,1,7.4,2590,1.6,0,3,6,10,1
63,0,168,88,66,3,2,6.9,2540,4.0,1,5,10,7,1
20,0,193,147,136,2,1,6.7,3819,4.0,0,5,6,10,1
29,1,172,117,97,2,3,7.6,3188,3.6,1,1,8,2,0
57,1,164,69,51,1,0,7.5,1532,4.1,1,6,8,9,1
19,1,162,83,71,1,1,8.0,2126,1.9,1,4,7,6,1
53,1,194,96,79,4,4,7.7,2684,1.8,1,6,5,9,1
31,0,185,134,127,2,1,5.9,3128,4.4,0,8,6,1,0
33,1,171,82,76,1,1,6.5,1733,3.4,0,8,6,2,1
36,1,188,128,111,4,6,6.7,3825,4.3,0,3,3,7,1
51,0,176,97,90,4,4,6.9,3188,4.2,0,9,3,2,0
61,0,167,109,104,4,5,7.8,3166,3.5,0,4,7,6,1
63,1,184,114,108,4,6,8.0,3730,3.4,1,1,6,2,1
23,0,184,104,90,2,1,7.4,2720,2.6,0,9,5,10,0
30,1,175,93,78,2,1,8.2,2581,1.9,0,5,6,5,0
53,0,156,75,68,1,0,5.9,1589,3.6,0,8,6,6,1
39,1,158,95,83,3,2,6.8,2839,4.0,0,7,4,7,1
35,0,186,129,110,2,1,7.8,3718,3.1,0,5,5,1,0
29,1,187,107,98,2,3,6.7,2828,1.7,0,8,7,2,0
47,1,182,110,98,4,6,8.5,3626,1.9,0,1,1,2,1
57,0,188,93,71,2,1,6.7,2625,1.8,1,4,10,1,0
24,0,183,131,109,1,1,6.8,2711,3.5,1,5,6,3,1
49,1,190,107,91,3,2,6.6,3059,3.2,1,4,5,6,0
36,1,161,104,96,1,1,7.5,2898,2.9,0,6,6,9,1
23,0,170,102,90,2,3,6.1,2935,3.1,1,9,1,3,0
37,0,173,104,98,4,6,7.3,2995,2.3,1,1,4,3,1
44,0,166,77,53,1,0,7.2,1636,3.9,0,10,8,2,1
60,0,184,88,81,3,2,7.4,2271,2.5,1,2,4,2,0
54,0,191,126,114,4,4,6.6,4121,3.4,1,1,10,7,0
24,0,171,96,80,4,5,7.3,3327,2.7,0,7,8,4,1
22,0,192,100,94,1,1,6.5,2523,1.7,0,2,8,6,1
28,0,175,120,99,1,1,6.9,2950,2.3,1,9,2,8,0
32,0,175,99,81,4,6,5.7,2957,4.4,0,8,6,5,1
20,1,179,94,76,3,1,6.4,3257,2.1,1,10,7,3,0
22,0,165,105,95,2,3,7.1,2970,1.8,1,1,7,2,0
40,0,170,117,105,2,1,8.1,3066,2.4,1,3,1,6,0
54,1,177,94,80,1,1,7.5,2017,4.1,1,6,4,8,1
26,1,192,141,119,1,1,8.4,3520,2.4,0,3,7,10,1
32,1,180,117,112,1,1,6.2,2590,2.8,0,9,6,4,1
20,1,168,118,107,1,1,7.1,2789,2.4,1,10,3,2,0
46,1,155,68,57,3,2,6.1,2263,4.5,0,10,10,3,0
23,1,194,155,138,2,3,8.1,3882,4.5,0,2,10,3,1
34,0,174,92,72,4,4,8.1,2987,2.9,1,6,1,9,0
43,1,192,118,102,2,1,7.9,2784,3.9,0,2,5,10,1
38,1,176,97,74,1,1,8.3,2223,2.2,1,3,8,4,1
25,1,179,94,84,4,4,6.1,2883,2.6,1,10,3,6,0
38,0,183,123,112,3,1,6.6,3307,3.5,0,9,5,9,0
28,1,167,98,77,3,1,6.5,2521,2.4,0,9,9,10,0
55,0,182,101,78,1,1,8.2,1864,2.2,0,2,8,8,1
25,1,176,84,75,1,0,5.1,1875,4.3,1,8,9,9,1
59,1,181,100,93,2,3,6.8,2833,2.2,0,3,5,6,0
41,0,188,111,89,1,1,8.4,2339,1.7,1,2,3,2,0
52,0,162,82,61,1,0,5.7,1617,3.8,1,10,9,5,1
31,1,179,100,85,4,4,6.8,2967,2.2,1,8,4,10,0
31,0,157,63,50,4,4,6.6,2180,2.9,0,3,1,3,0
27,0,159,83,62,2,3,5.7,2287,1.8,0,8,2,3,0
29,1,181,129,106,2,2,8.3,3619,1.7,1,6,8,10,1
55,1,157,69,52,3,2,6.8,1932,2.9,1,1,2,1,0
61,1,178,87,77,4,6,8.3,3179,2.5,0,2,6,4,1
63,0,163,88,80,4,5,7.5,3089,3.0,0,2,5,7,1
51,1,167,87,65,2,2,8.3,2388,4.4,0,7,9,3,1
58,1,160,88,72,1,0,7.1,1868,2.7,1,6,8,7,1
27,0,164,111,103,3,3,6.9,3641,3.3,0,2,1,6,0
34,0,187,133,124,1,1,7.1,3244,1.8,0,1,3,1,0
34,1,180,119,103,4,6,7.7,3296,4.2,0,5,5,5,1
20,0,192,119,97,2,2,7.9,2934,3.9,1,2,8,6,1
48,1,156,73,52,3,3,6.9,2397,3.1,0,10,7,9,0
18,0,186,119,105,3,1,6.7,3470,2.1,1,10,2,10,0
29,1,182,134,124,4,6,7.5,3460,2.8,0,6,7,6,1
56,0,165,109,88,3,3,7.2,3337,2.4,0,2,5,8,1
21,0,184,110,98,2,2,6.8,2890,4.5,0,9,6,2,0
59,0,183,98,92,4,5,7.5,2968,3.0,0,5,8,1,1
30,0,173,86,70,2,1,8.1,2132,2.8,0,7,5,1,1
51,1,182,85,78,2,3,8.3,2492,2.0,0,4,9,7,1
59,0,172,117,93,4,5,7.7,3533,2.2,1,2,1,8,0
38,1,168,83,72,3,2,8.2,2745,3.6,0,3,5,8,1
39,0,173,93,88,4,6,8.5,2790,3.1,1,5,1,3,0
21,0,190,141,120,2,1,6.8,3817,2.6,0,1,1,5,0
35,1,170,78,66,2,2,6.6,1858,2.4,0,4,1,7,1
22,0,171,96,82,1,0,7.2,2572,2.1,1,4,5,9,0
36,0,179,87,66,2,1,7.4,2337,1.6,0,2,9,5,1
19,1,185,111,91,2,3,6.5,2980,4.4,1,9,2,4,0
29,0,184,87,73,2,3,7.9,2391,3.8,1,6,6,4,0
34,1,155,82,63,4,4,6.9,2496,4.3,1,9,5,6,0
27,0,182,128,108,2,2,8.3,3543,2.7,1,6,7,9,1
51,0,173,109,87,4,4,8.4,3628,4.1,0,2,7,1,1
23,0,175,104,96,4,4,7.7,3275,2.3,1,1,3,1,0
25,1,177,123,112,1,1,8.4,2733,3.0,0,4,6,1,0
28,0,184,98,82,2,2,7.3,2763,2.1,1,1,3,4,0
29,0,188,138,122,2,3,7.0,3760,3.8,1,8,2,4,0
26,0,180,97,92,2,1,6.9,3003,3.0,0,1,5,8,1
19,0,177,98,82,2,1,8.3,2422,3.1,1,5,4,5,1
25,0,169,78,67,3,2,6.3,2467,4.1,0,9,4,10,1
28,0,160,68,49,2,3,7.1,1783,3.7,1,1,4,4,1
53,0,193,152,146,1,1,7.2,3586,4.4,0,4,8,8,1
27,0,173,84,79,4,6,6.5,2693,2.7,0,8,1,7,0
38,0,177,96,88,3,3,5.5,2723,2.9,1,8,3,6,0
37,1,185,116,104,2,2,6.9,3158,3.3,1,1,9,2,1
25,0,157,76,55,1,1,5.6,1908,2.9,0,8,3,5,0
53,1,189,142,120,2,1,7.1,3599,2.8,1,3,1,2,0
46,1,186,140,131,3,1,7.8,3963,2.5,0,7,5,6,0
59,1,185,105,95,3,2,6.8,2717,4.0,1,10,4,9,0
29,0,155,64,48,1,0,6.9,1658,3.1,0,1,10,9,1
31,1,176,88,68,4,4,6.9,2505,3.3,1,5,8,6,0
38,1,157,81,68,1,1,6.8,2098,2.1,1,4,9,4,1
39,1,177,93,74,3,3,7.4,2718,2.3,1,4,10,10,1
38,0,183,110,98,2,3,8.5,3049,2.5,0,5,5,9,1
61,1,159,96,80,3,3,7.4,2714,2.9,0,3,1,5,0
47,0,182,107,89,2,2,6.7,3082,1.6,0,7,4,8,1
56,1,172,84,63,1,0,8.2,1740,4.2,1,2,3,9,1
37,1,187,109,91,3,2,7.3,3082,4.2,0,1,6,5,0
41,0,176,117,93,2,3,7.6,3108,3.5,0,6,2,6,0
40,0,168,91,82,4,6,7.5,2838,2.4,1,1,5,4,0
24,1,168,82,65,4,5,7.9,2947,2.7,1,7,8,1,0
26,1,190,117,107,4,4,7.2,3461,3.7,0,8,5,1,1
18,1,173,98,80,2,3,7.7,2891,2.4,0,2,5,5,0
43,0,171,88,78,3,2,8.3,2762,3.3,0,4,8,3,1
55,0,156,102,95,3,3,6.7,2940,4.2,0,7,5,7,1
55,1,169,109,89,2,2,6.9,3080,2.7,1,6,4,4,0
61,1,188,131,115,2,2,6.7,3708,3.3,0,2,10,4,1
39,0,185,135,117,1,1,6.6,3088,4.3,0,4,9,4,1
61,0,163,97,91,2,3,8.0,2801,2.5,0,3,2,6,0
27,1,171,113,91,3,3,5.5,3138,3.8,0,9,1,9,0
23,0,162,84,73,3,1,6.9,2539,3.8,1,6,4,9,0
34,1,193,125,116,2,1,7.9,3312,4.3,1,2,10,5,1
55,0,178,82,66,2,2,8.2,2361,4.1,1,2,3,8,0
41,1,185,102,81,2,1,6.8,3138,3.7,0,3,9,4,0
27,1,183,105,89,1,1,8.4,2472,3.4,0,5,3,8,1
25,1,189,128,113,3,2,7.7,3461,2.2,0,6,3,10,1
38,0,192,122,117,3,2,8.3,3318,3.5,0,5,10,9,1
23,1,156,86,73,4,6,7.3,2225,2.3,0,1,7,8,1
38,1,194,139,127,2,2,6.7,3596,2.8,1,1,2,8,0
56,0,189,92,74,1,1,8.3,2483,3.6,1,7,8,9,1
41,1,170,85,77,4,6,5.7,2751,3.5,1,10,6,10,1
50,1,188,99,84,1,0,7.9,2432,2.7,0,7,9,8,0
35,1,184,95,74,2,1,5.7,2296,2.0,0,10,8,4,1
45,0,186,116,104,3,3,8.4,3424,3.0,0,6,4,5,0
49,0,163,100,95,1,1,5.7,2752,2.3,0,9,8,10,0
29,0,180,97,75,2,2,8.3,2751,2.3,1,2,4,6,0
59,0,156,94,85,4,4,7.4,3120,2.5,1,1,5,5,1
44,1,188,143,131,3,2,7.1,4108,3.6,0,6,10,9,1
27,0,193,115,103,3,3,8.4,3216,3.0,0,6,7,2,1
63,0,181,120,107,2,3,7.0,3152,2.6,1,9,6,6,0
59,0,175,83,61,3,3,6.0,2220,4.2,1,10,5,10,0
49,1,184,127,116,1,0,6.8,3178,3.6,0,1,2,2,0
59,1,168,78,64,3,2,7.7,2124,3.0,1,1,5,8,0
43,1,180,118,98,1,0,5.9,2876,2.8,0,10,10,8,1
42,0,183,108,101,4,5,8.2,3016,4.0,0,6,7,5,1
28,1,160,105,91,1,1,7.1,2384,2.0,0,5,6,10,1
40,1,160,84,72,2,2,6.5,2531,3.5,1,6,6,8,0
51,0,183,86,64,2,3,8.1,2373,1.6,1,6,5,5,0
57,1,172,98,90,3,3,6.9,2717,1.5,1,4,9,4,0
40,0,190,139,123,1,1,5.8,3117,4.3,1,10,1,9,0
46,0,167,100,91,4,6,6.4,3101,3.0,1,8,4,8,1
48,1,156,101,93,1,0,7.0,2476,2.4,0,5,7,4,0
24,0,180,128,105,1,1,7.3,2983,3.9,1,6,1,2,0
57,0,182,112,89,1,0,7.9,2655,4.5,0,2,4,2,0
50,0,177,89,80,1,1,7.5,1898,1.6,0,1,6,2,1
38,0,182,83,64,3,3,5.8,2919,1.6,0,8,10,10,1
19,0,175,128,112,1,1,6.8,3237,4.1,0,6,8,8,1
35,0,182,136,119,4,6,6.0,3972,3.2,0,9,7,6,1
64,1,156,72,62,2,3,6.7,1888,4.1,0,5,9,1,1
50,0,169,103,82,2,1,5.5,2584,3.6,0,8,7,10,1
54,0,163,99,75,1,0,7.9,2039,2.9,0,7,3,4,1
51,0,158,88,74,3,3,5.9,2440,2.0,0,10,10,3,0
37,0,164,106,88,2,3,6.7,2903,2.7,0,1,4,10,1
52,1,162,69,50,3,3,7.5,2375,3.9,0,7,3,7,1
35,1,193,151,137,2,3,8.4,4179,2.2,1,4,9,10,1
63,0,166,87,77,1,0,7.7,2022,3.6,0,6,8,5,1
41,1,164,89,69,2,3,7.0,2138,2.2,0,9,10,1,1
25,0,188,115,109,4,4,6.4,3692,2.9,0,9,9,6,1
47,0,171,100,86,1,0,6.7,2525,1.8,1,9,10,4,0
61,0,171,103,94,1,0,8.1,2455,2.9,0,5,10,10,1
27,0,172,110,97,4,5,8.4,3343,3.3,0,4,2,6,1
40,1,171,99,76,1,0,8.2,2355,3.2,1,6,5,7,1
28,1,168,103,80,2,1,5.6,2801,2.7,1,10,5,9,0
19,0,166,85,72,4,5,7.2,2850,2.6,0,5,7,1,0
43,0,190,148,128,3,2,5.7,3951,2.3,0,10,4,6,0
53,1,161,68,45,4,5,8.0,2224,3.8,0,5,4,8,1
50,1,162,90,66,2,1,6.4,2489,3.8,0,8,8,4,0
64,0,177,83,75,3,1,5.6,2340,2.9,1,10,1,10,0
30,1,168,92,83,1,0,6.7,2204,2.6,0,5,6,9,1
57,0,171,86,64,3,1,8.4,2370,3.4,0,1,9,4,1
42,1,187,143,131,4,4,7.6,3954,3.2,1,5,2,4,0
21,1,191,92,75,1,1,7.9,2101,3.5,1,5,5,9,1
59,1,186,110,97,4,4,7.5,3513,2.4,0,5,10,4,1
36,1,164,103,89,4,5,7.4,2922,3.9,1,3,10,9,1
35,0,194,106,98,4,5,6.1,3183,2.5,0,9,9,1,0
54,0,169,111,88,4,6,6.6,3429,2.8,0,5,4,8,1
47,1,161,103,95,2,1,8.1,2846,1.9,0,2,9,2,1
36,0,174,113,96,3,3,8.3,3315,4.1,0,5,8,8,1
40,1,184,96,75,4,4,5.9,3237,3.4,0,9,9,5,0
33,1,158,74,59,3,1,5.5,2390,2.2,0,8,2,1,0
18,0,180,90,84,3,1,8.1,2876,4.1,0,6,10,1,1
29,0,189,100,91,2,1,6.9,2828,3.6,1,9,5,6,0
41,0,165,70,53,4,4,6.6,2319,2.8,0,7,10,1,1
51,1,182,132,125,4,4,6.9,3863,4.5,0,2,9,2,1
25,0,170,99,76,3,3,7.6,2957,2.5,1,1,5,3,0
35,0,171,89,66,4,4,7.4,2922,1.8,1,3,4,2,0
22,0,166,82,62,1,1,6.6,1708,3.7,0,4,8,9,1
43,0,179,110,90,2,2,5.9,3418,3.8,0,9,6,10,0
47,1,169,87,80,1,1,6.7,2136,1.7,1,5,2,6,1
30,1,188,140,127,1,0,8.2,3484,4.0,0,2,8,9,1
36,1,193,107,84,2,3,5.5,3119,3.8,0,10,5,5,0
46,1,192,148,143,4,6,8.1,4250,4.3,1,5,7,4,1
20,1,161,94,76,4,4,7.2,3090,1.9,1,2,4,2,0
43,1,155,99,84,1,1,6.9,2368,3.3,1,9,9,4,0
57,1,172,75,53,4,4,7.6,2626,2.2,1,6,2,8,0
29,0,184,88,64,4,6,7.3,2980,2.7,0,5,10,2,1
19,1,194,126,115,4,4,7.3,3894,2.3,1,2,9,8,1
28,1,186,140,130,3,3,6.6,4056,2.8,1,7,4,2,0
61,1,178,118,102,1,0,6.7,2984,1.8,1,7,6,1,0
45,1,156,86,80,3,2,7.5,2880,2.4,0,2,5,4,0
35,0,188,90,73,4,4,6.1,2811,1.7,1,10,3,7,0
30,1,162,81,57,2,3,6.6,2205,3.0,1,6,7,2,0
54,1,157,76,71,4,4,7.0,2178,2.4,0,10,4,3,0
39,0,189,122,103,1,1,6.9,2971,3.3,1,10,1,6,0
29,1,177,92,68,1,1,7.5,2340,2.9,1,3,8,2,1
19,1,160,75,63,3,3,5.5,2595,2.2,0,8,3,9,0
54,1,170,103,81,1,0,8.5,2561,1.8,1,5,6,6,0
24,1,158,103,84,4,5,6.3,2988,3.8,0,8,2,6,0
43,1,180,118,106,3,2,7.9,3325,3.4,0,7,9,8,1
43,1,166,100,94,4,5,6.3,2853,1.6,1,8,4,1,0
41,1,189,150,135,4,6,8.5,4361,4.5,0,1,7,10,1
29,0,169,79,67,1,0,7.6,1555,3.4,1,6,9,3,1
33,0,174,78,61,2,1,7.2,2305,2.1,1,3,3,2,0
40,1,157,93,88,3,1,7.6,2403,4.0,0,5,3,1,1
57,0,166,89,67,4,4,7.9,2813,4.1,0,2,3,6,1
26,1,182,107,98,1,1,7.2,2307,3.2,0,4,5,4,1
49,0,184,98,93,1,1,6.6,2350,4.2,0,6,10,6,1
32,1,164,91,75,3,1,7.7,3004,1.6,1,1,6,8,0
54,0,175,99,90,4,4,7.9,3081,4.3,0,2,3,7,1
30,1,187,108,88,1,0,7.7,2282,1.7,1,2,10,3,1
22,0,170,94,72,1,0,7.1,2442,3.4,1,9,9,3,0
28,0,160,81,75,3,3,8.2,2519,2.5,1,5,1,6,0
27,1,172,121,102,4,4,6.5,3368,1.6,1,5,7,1,0
30,1,179,133,118,3,1,6.7,3466,4.3,0,6,9,3,1
58,0,155,94,80,2,3,5.8,2522,1.9,0,10,5,8,1
63,0,168,119,112,2,1,7.5,3141,4.1,0,3,3,3,0
32,1,179,94,77,3,2,6.1,2855,2.5,1,9,10,1,0
59,0,193,146,129,1,0,7.1,3609,3.7,1,3,4,10,0
24,1,171,93,86,3,2,6.7,2570,2.3,1,4,8,9,1
57,0,161,98,84,1,0,7.0,2630,3.3,1,9,3,2,0
45,0,176,88,80,2,1,6.0,2060,3.9,1,10,5,7,1
49,1,166,107,89,4,5,6.6,3481,3.2,1,8,3,8,0
52,1,163,70,49,3,2,7.5,1968,2.4,1,6,6,3,0
32,1,178,94,89,4,6,6.4,3338,2.2,1,8,1,7,0
53,0,191,143,124,3,1,8.2,4184,2.0,0,1,7,10,1
38,0,188,133,127,2,3,8.2,3389,4.0,0,4,6,4,1
23,0,162,88,66,3,2,5.6,2498,3.3,1,10,6,2,0
18,1,185,125,114,3,2,7.6,3477,3.0,1,4,3,4,0
21,0,164,75,58,3,2,6.5,2341,2.2,1,2,1,8,0
28,0,166,100,93,4,6,6.6,3056,2.8,0,2,1,2,0
61,1,191,92,85,3,2,5.8,2622,3.4,1,10,7,6,0
43,0,191,143,126,2,1,7.0,3496,1.7,1,9,4,10,0
54,0,161,88,80,1,0,7.4,1858,2.6,1,6,6,3,1
40,1,157,101,81,2,3,7.4,3080,2.2,0,7,4,3,0
46,1,166,92,80,2,3,6.6,2643,3.4,0,4,8,6,1
38,1,178,102,90,3,2,6.6,2874,3.3,1,3,9,3,1
62,1,190,117,97,2,2,8.1,3503,2.4,0,3,2,2,0
62,1,159,79,73,3,3,8.0,2195,1.6,0,5,1,2,0
44,1,171,81,68,3,2,7.4,2562,2.0,1,6,1,3,0
56,1,165,108,91,1,0,7.4,2059,2.0,1,2,7,2,1
57,1,155,76,60,2,2,7.1,2110,3.2,1,7,2,6,0
30,1,186,118,112,2,1,8.3,3205,2.0,1,7,3,4,0
40,0,187,89,76,3,2,7.6,2743,2.9,1,1,4,1,0
33,1,163,69,64,3,2,8.2,1911,3.3,1,7,9,3,1
47,1,161,91,81,1,1,8.0,1983,4.1,1,4,10,10,1
21,0,160,103,97,4,4,8.1,2982,2.2,0,4,2,3,0
57,1,173,100,93,3,1,6.9,3026,2.1,0,3,10,4,1
33,0,164,75,56,1,0,6.1,1979,2.0,1,9,2,6,0
48,0,175,83,72,3,1,6.5,2391,2.6,1,3,1,1,0
59,1,170,116,99,3,2,7.9,3413,3.4,1,4,8,2,1
42,0,163,98,78,3,2,8.0,2677,3.5,1,3,8,10,1
61,1,185,141,124,4,6,6.2,4040,2.1,0,8,5,3,1
29,1,161,68,52,4,5,6.0,2385,1.9,0,8,3,5,0
43,0,186,141,120,3,3,6.9,3837,2.8,1,10,1,7,0
54,0,177,123,108,2,2,6.2,3120,1.9,1,8,2,1,0
50,0,188,142,131,1,0,8.2,3506,3.9,1,5,9,2,1
45,1,155,60,43,2,2,6.6,1662,1.8,0,7,8,4,1
26,1,184,128,114,2,3,7.1,3482,3.8,1,3,10,10,1
29,0,157,84,70,1,0,5.4,2160,1.6,1,8,4,1,0
22,1,193,129,112,3,3,6.5,3971,3.9,0,10,3,1,0
45,1,183,110,87,4,6,7.2,3159,3.4,1,2,5,9,1
52,0,167,105,84,3,1,7.1,2795,2.5,1,8,8,6,0
22,0,167,118,94,4,4,7.9,3680,2.7,0,6,10,2,1
51,0,189,133,122,3,2,7.4,3847,3.5,0,2,6,10,1
63,0,191,133,125,1,1,7.7,3259,2.1,0,6,10,7,1
51,0,190,131,110,2,2,5.3,3175,4.2,0,10,4,10,1
30,0,187,129,121,2,3,7.6,3488,2.9,0,2,8,6,1
56,0,187,108,86,2,1,8.0,2859,3.8,1,3,4,6,0
59,0,177,96,72,2,2,8.4,2707,3.0,1,5,5,8,1
62,0,156,93,81,1,0,7.1,2021,2.9,0,1,2,10,1
31,0,158,65,53,2,3,5.6,2125,2.9,0,9,10,3,0
28,1,180,124,104,4,5,5.3,3891,2.6,0,10,4,10,1
59,1,171,113,94,1,1,7.7,2552,3.7,0,3,10,2,1
55,0,177,106,84,2,3,8.5,2707,4.0,0,1,10,9,1
21,1,164,109,86,4,6,7.5,3214,4.1,1,6,3,5,0
50,1,180,108,98,1,0,8.0,2476,1.9,1,1,8,6,0
24,1,164,76,63,2,2,7.5,2246,3.8,0,3,8,7,1
58,1,173,93,73,2,1,6.6,2317,2.1,0,7,7,2,0
25,1,174,122,109,2,1,7.6,3435,1.5,0,4,6,6,1
54,1,162,110,86,1,1,7.0,2361,2.3,1,9,9,1,0
27,0,190,116,95,1,0,8.4,2979,2.4,1,7,4,9,0
60,0,176,86,78,2,3,8.1,2396,3.9,1,5,4,6,0
32,1,189,107,88,3,3,5.5,3032,3.7,1,9,6,7,0
55,1,165,94,79,1,0,8.3,1894,1.8,1,3,1,5,0
32,0,161,91,73,4,6,5.9,2843,2.5,1,8,2,2,0
22,1,155,86,65,4,6,5.5,2938,2.3,1,8,2,4,0
46,1,158,98,81,3,1,7.4,2828,3.3,1,4,10,5,1
36,1,160,96,83,4,5,8.5,2992,3.1,1,1,4,10,1
27,1,158,73,53,4,6,8.1,2389,3.5,0,4,5,2,1
29,1,190,115,103,4,5,7.3,3751,4.2,1,9,2,9,1
21,0,191,143,125,1,0,5.8,3632,2.8,1,10,8,2,0
48,0,192,132,113,4,4,8.1,3936,3.5,0,1,5,2,1
35,1,193,104,93,3,2,7.7,3037,4.3,0,3,8,2,1
33,0,174,93,78,2,2,5.9,2552,3.1,0,8,9,2,0
57,1,176,119,112,1,1,8.2,3093,2.4,1,3,9,5,1
53,1,160,71,60,1,1,6.9,1396,2.7,1,2,4,7,1
42,1,160,94,85,3,3,8.1,2633,3.8,1,1,10,1,1
40,1,185,119,106,2,1,5.9,3210,3.7,1,9,2,9,0
29,1,189,98,74,1,0,6.7,2368,3.7,0,10,2,6,0
51,1,186,127,104,2,3,6.8,3245,3.7,0,3,5,1,0
53,1,188,97,80,1,0,7.7,2234,4.3,0,7,10,1,1
54,1,166,87,64,3,3,6.2,2349,3.8,1,10,4,9,0
20,1,173,91,71,2,2,8.1,2536,4.1,1,3,6,9,1
26,0,173,110,104,3,3,5.7,3441,3.2,1,8,9,1,0
35,1,194,145,140,2,2,6.2,3790,3.4,0,9,7,1,0
60,0,192,103,96,1,1,6.0,2726,4.4,0,8,4,5,0
52,0,178,124,108,1,0,8.0,3050,4.1,1,5,7,5,1
51,1,160,64,54,4,6,5.4,1927,3.8,0,10,2,7,1
58,0,165,92,86,4,6,8.2,2668,3.6,1,2,5,4,1
31,1,169,97,77,3,2,7.2,2630,2.6,0,6,9,10,1
21,1,189,128,119,4,4,6.0,3450,3.1,0,8,9,1,1
46,1,161,76,60,2,3,7.0,2465,1.7,1,2,4,6,0
58,1,163,67,59,3,2,7.7,1974,2.7,1,6,8,10,1
62,0,168,93,75,2,3,8.4,2487,1.8,0,7,5,3,0
32,0,192,96,75,1,0,6.4,1781,3.7,1,9,3,7,1
45,1,175,123,107,4,5,6.4,3527,4.2,0,9,6,1,1
59,0,180,91,74,1,1,8.5,2197,2.0,0,2,4,4,1
33,0,170,93,72,4,6,7.4,2679,2.2,1,1,3,10,1
29,0,162,85,61,1,1,8.4,2070,4.1,1,7,4,9,1
22,1,163,92,73,4,5,7.3,3074,3.3,0,6,1,10,1
51,0,187,134,121,2,3,5.4,3646,3.3,1,10,10,6,1
59,0,190,120,106,1,1,6.2,2997,3.2,0,10,8,2,0
18,0,174,77,67,4,5,6.3,2622,2.2,1,10,9,6,0
56,1,169,109,88,1,0,7.1,2310,2.2,0,4,6,9,1
49,0,187,92,76,2,1,7.3,2502,4.3,1,9,5,1,0
43,0,181,118,105,4,4,6.9,3460,3.7,1,1,9,5,1
34,1,156,94,88,1,1,6.9,2144,1.8,1,7,4,8,1
44,0,169,85,65,2,1,7.9,2060,2.2,1,5,1,7,1
41,1,182,108,88,1,1,6.6,2366,3.4,0,5,7,10,1
52,1,177,79,74,2,3,8.2,2329,2.4,1,6,1,2,0
63,1,194,145,130,4,4,7.9,4171,2.3,1,2,9,8,1
59,1,189,132,125,3,1,7.4,3811,2.1,1,3,4,9,0
56,1,157,71,65,2,1,5.5,1878,2.1,1,9,3,10,0
43,1,184,107,89,2,2,6.6,2641,3.3,1,4,4,8,0
55,0,168,104,99,1,1,7.2,2103,4.2,1,6,1,6,1
40,1,182,103,93,4,4,8.4,2978,2.6,1,3,6,9,1
39,0,179,89,78,4,5,7.1,2924,1.9,0,3,7,8,1
21,0,175,103,97,1,0,6.7,2972,1.9,0,9,7,4,0
26,1,189,133,127,1,0,5.1,2980,4.3,0,9,5,6,1
21,0,183,102,83,4,4,6.9,3020,3.1,1,3,10,5,1
24,0,190,98,89,1,1,7.7,2407,2.9,1,3,10,10,1
40,0,166,108,91,3,1,7.5,2840,4.2,0,6,5,9,1
19,1,168,83,60,1,0,8.0,2092,3.0,0,1,6,4,1
41,0,179,109,86,3,3,7.7,3245,2.9,0,5,10,1,0
57,0,193,137,118,1,1,5.7,3310,4.3,0,9,8,9,0
48,1,169,87,82,2,1,7.2,2424,2.9,1,9,9,9,1
64,0,156,88,81,4,6,5.9,3120,2.7,1,8,6,7,0
48,0,172,98,76,2,3,6.9,2372,3.2,1,6,3,5,0
64,0,176,108,87,2,3,7.2,2359,4.4,0,9,6,7,1
57,1,187,122,110,1,1,8.0,3129,4.4,0,3,4,9,1
60,0,184,132,117,4,5,6.8,3825,3.8,0,9,4,3,1
